id,name,unit,source,sourceNote,sourceOrganization,topics
CC.ECA.FTR,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Fires in humid tropical forests,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECA.IPA,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - IPCC Agriculture,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECA.LUC,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Land Use change,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECA.LUL,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - LULUCF,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECA.MMA,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Manure Management,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECA.OEU,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - On-farm energy use,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECA.RCA,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Rice Cultivation,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECA.SVF,Emission Totals - Emissions (CO2eq) from CH4 (AR5) - Savanna fires,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.AFO,Emission Totals - Emissions (CH4) - AFOLU,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.BCR,Emission Totals - Emissions (CH4) - Burning - Crop residues,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.EAL,Emission Totals - Emissions (CH4) - Emissions on agricultural land,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.EFE,Emission Totals - Emissions (CH4) - Enteric Fermentation,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.FFR,Emission Totals - Emissions (CH4) - Forest fires,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.FGE,Emission Totals - Emissions (CH4) - Farm-gate emissions,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.FOS,Emission Totals - Emissions (CH4) - Fires in organic soils,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.FTR,Emission Totals - Emissions (CH4) - Fires in humid tropical forests,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.IPA,Emission Totals - Emissions (CH4) - IPCC Agriculture,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.LUC,Emission Totals - Emissions (CH4) - Land Use change,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.LUL,Emission Totals - Emissions (CH4) - LULUCF,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.MMA,Emission Totals - Emissions (CH4) - Manure Management,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.OEU,Emission Totals - Emissions (CH4) - On-farm energy use,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.RCA,Emission Totals - Emissions (CH4) - Rice Cultivation,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECH.SVF,Emission Totals - Emissions (CH4) - Savanna fires,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECO.AFO,Emission Totals - Emissions (CO2) - AFOLU,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECO.DOC,Emission Totals - Emissions (CO2) - Drained organic soils (CO2),,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECO.EAL,Emission Totals - Emissions (CO2) - Emissions on agricultural land,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECO.FGE,Emission Totals - Emissions (CO2) - Farm-gate emissions,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
CC.ECO.FOR,Emission Totals - Emissions (CO2) - Forestland,,"{'id': '87', 'value': 'Country Climate and Development Report (CCDR)'}","The FAOSTAT domain Emissions Totals summarizes the greenhouse gas (GHG) emissions generated from agriculture and forest land. They consist of methane (CH4), nitrous oxide (N2O) and carbon dioxide (CO2) emissions from crop and livestock activities, forest management and include land use and land use change processes. Data are computed at Tier 1 of the IPCC Guidelines for National greenhouse gas (GHG) Inventories (IPCC, 1996; 1997; 2000; 2002; 2006; 2014). Estimates are available by country, with global coverage for the period 1961–2019 with projections for 2030 and 2050 for some categories of emissions or 1990–2019 for others. The database is updated annually.  The FAOSTAT domain Emissions Totals disseminates information estimates of CH4, N2O and CO2 emissions/removals and their aggregates in CO2eq in units of kilotonnes (kt, or 106 kg). The latter are computed by using the IPCC Fifth Assessment report global warming potentials, AR5 (IPCC, 2014).","FAO, FAOSTAT Climate Change, Emissions Totals, http://www.fao.org/faostat/en/#data/GT.",[]
